init_country,init_prov,init_city,target_country_regions,target_country_exception,target_province,target_city,target_other,target_city_exceptions,event_description,type,target_who_what,travel_direction,travel_mechanism,date_announced,date_start,date_end,date_collected,date_published,link,title,author,Publication,date_published_2,link2,title2,author2,publication2
Russia,,Moscow,United Kingdom,,,,,,"As of March 16, travelers also arriving to Moscow from China, Iran, South Korea, Italy, France, Germany, Spain, and the United Kingdom are required to self-quarantine for 14 days.",Quarantine,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound,All Travel Mechanisms,,03/16/20,,03/22/20,3/20/20,https://ru.usembassy.gov/covid-19-information/,U.S. Embassy & Consulates in Russia,,,,,,,
Russia,,Moscow,Russia,,Moscow,,,,"Effective March 7, the city government of Moscow implemented enhanced screening and quarantine measures to reduce the spread of COVID-19. ",Quarantine,All Residents (Citizen Residents + Foreign Residents),NA,NA,,03/07/20,,03/22/20,3/20/20,https://ru.usembassy.gov/covid-19-information/,U.S. Embassy & Consulates in Russia,,,,,,,
Russia,,Moscow,Russia,,Moscow,,,,"Effective March 7, the city government of Moscow implemented enhanced screening and quarantine measures to reduce the spread of COVID-19. ",Health Monitoring,All Residents (Citizen Residents + Foreign Residents),NA,NA,,03/07/20,,03/22/20,3/20/20,https://ru.usembassy.gov/covid-19-information/,U.S. Embassy & Consulates in Russia,,,,,,,
Russia, ,,China,,,,,,Quarantines have taken place for Chinese nationals travelling to the Russian Federation prior to the travel ban who displayed signs of illness upon arrival.,Quarantine,Foreign Traveler,Inbound,All Travel Mechanisms,, ,,03/22/20,3/20/20,https://ru.usembassy.gov/covid-19-information/,U.S. Embassy & Consulates in Russia,,,,,,,
Russia,,,Poland,,,,,,The Russian government said on Saturday it was closing the country’s land border with Poland and Norway to foreigners from midnight as a precautionary measure to try to stop the spread of coronavirus.,External Border Restrictions,Foreign Traveler,Inbound,Land Border,3/14/20,03/15/20,,03/22/20,3/14/20,https://www.reuters.com/article/us-health-coronavirus-russia/russia-closes-land-border-with-poland-and-norway-to-foreigners-over-coronavirus-fears-idUSKBN2110SS,Russia closes land border with Poland and Norway to foreigners over coronavirus fears,,Reuters,,,,,
Russia,,,Norway,,,,,,The Russian government said on Saturday it was closing the country’s land border with Poland and Norway to foreigners from midnight as a precautionary measure to try to stop the spread of coronavirus.,External Border Restrictions,Foreign Traveler,Inbound,Land Border,3/14/20,03/15/20,,03/22/20,3/14/20,https://www.reuters.com/article/us-health-coronavirus-russia/russia-closes-land-border-with-poland-and-norway-to-foreigners-over-coronavirus-fears-idUSKBN2110SS,Russia closes land border with Poland and Norway to foreigners over coronavirus fears,,Reuters,,,,,
Serbia,,,Serbia,,,,,,Serbia declared a state of emergency effective March 15,Declaration of Emergency,NA,NA,NA,3/15/20,03/15/20,,03/22/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
Serbia,,,All Countries,,,,,,"Serbia declared a state of emergency effective March 15, which prohibits all foreign nationals, excluding diplomats and legal residents, from entering the country. ",External Border Restrictions,Foreign Traveler,Inbound,All Travel Mechanisms,3/15/20,03/15/20,,03/22/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
Serbia,,,All Countries,,,,,,the government ordered a mandatory 14-day quarantine for anyone entering the country. ,Quarantine,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound,All Travel Mechanisms,3/15/20,3/15/20,,03/22/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
Serbia,,,Switzerland,,,,,," Travelers from certain countries — Switzerland, Iran, Romania, Spain, Germany, France, Austria, Slovenia and Greece — will be quarantined for 28 days",Quarantine,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound,All Travel Mechanisms,3/15/20,03/15/20,,03/22/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
Serbia,,,Iran,,,,,," Travelers from certain countries — Switzerland, Iran, Romania, Spain, Germany, France, Austria, Slovenia and Greece — will be quarantined for 28 days",Quarantine,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound,All Travel Mechanisms,3/15/20,03/15/20,,03/22/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
Serbia,,,Romania,,,,,," Travelers from certain countries — Switzerland, Iran, Romania, Spain, Germany, France, Austria, Slovenia and Greece — will be quarantined for 28 days",Quarantine,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound,All Travel Mechanisms,3/15/20,3/15/20,,03/22/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
Serbia,,,Spain,,,,,," Travelers from certain countries — Switzerland, Iran, Romania, Spain, Germany, France, Austria, Slovenia and Greece — will be quarantined for 28 days",Quarantine,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound,All Travel Mechanisms,3/15/20,03/15/20,,03/22/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
Serbia,,,Germany,,,,,," Travelers from certain countries — Switzerland, Iran, Romania, Spain, Germany, France, Austria, Slovenia and Greece — will be quarantined for 28 days",Quarantine,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound,All Travel Mechanisms,3/15/20,03/15/20,,03/22/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
Serbia,,,France,,,,,," Travelers from certain countries — Switzerland, Iran, Romania, Spain, Germany, France, Austria, Slovenia and Greece — will be quarantined for 28 days",Quarantine,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound,All Travel Mechanisms,3/15/20,3/15/20,,03/22/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
Serbia,,,Austria,,,,,," Travelers from certain countries — Switzerland, Iran, Romania, Spain, Germany, France, Austria, Slovenia and Greece — will be quarantined for 28 days",Quarantine,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound,All Travel Mechanisms,3/15/20,03/15/20,,03/22/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
Serbia,,,Slovenia,,,,,," Travelers from certain countries — Switzerland, Iran, Romania, Spain, Germany, France, Austria, Slovenia and Greece — will be quarantined for 28 days",Quarantine,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound,All Travel Mechanisms,3/15/20,03/15/20,,03/22/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
Serbia,,,Greece,,,,,," Travelers from certain countries — Switzerland, Iran, Romania, Spain, Germany, France, Austria, Slovenia and Greece — will be quarantined for 28 days",Quarantine,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound,All Travel Mechanisms,3/15/20,3/15/20,,03/22/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
Serbia,,,Serbia,,,,,,the government ordered a mandatory 14-day quarantine for anyone entering the country. ,Quarantine,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound,All Travel Mechanisms,3/15/20,3/15/20,,03/22/20,3/20/20,https://www.nytimes.com/article/coronavirus-travel-restrictions.html,"Coronavirus Travel Restrictions, Across the Globe","Salcedo, Andrea; Cherelus, Gina",New York Times,,,,,
Serbia,,,Serbia,,,,,,"As of March 21, 2020 the following measures are in effect: Curfew for all residents with few exceptions from 8:00pm to 5:00am the next day",Curfew,All Residents (Citizen Residents + Foreign Residents),NA,NA,,3/21/20,,03/22/20,03/22/20,https://rs.usembassy.gov/covid-19-information/,U.S. Embassy in Serbia,,,,,,,
Serbia,,,Serbia,,,,,,"As of March 21, 2020 the following measures are in effect: Citizens over 65 in urban areas and 70 in rural areas are banned from leaving their homes.",Quarantine,Citizen Residents,NA,NA,,3/21/20,,03/22/20,03/22/20,https://rs.usembassy.gov/covid-19-information/,U.S. Embassy in Serbia,,,,,,,
Serbia,,,Serbia,,,,,,"As of March 21, 2020 the following measures are in effect: Supermarkets, gas stations, restaurants, post offices, banks and other service providers will be reducing their hours to observe the curfew, with some closing at 6:00 PM or earlier. ; Cafes, restaurants and shopping centers are closed. Delivery of food is allowed.",Restriction of Non-Essential Businessess,All Residents (Citizen Residents + Foreign Residents),NA,NA,,3/21/20,,03/22/20,03/22/20,https://rs.usembassy.gov/covid-19-information/,U.S. Embassy in Serbia,,,,,,,
Serbia,,,Serbia,,,,,,"As of March 21, 2020 the following measures are in effect: Supermarkets, gas stations, restaurants, post offices, banks and other service providers will be reducing their hours to observe the curfew, with some closing at 6:00 PM or earlier. ; Cafes, restaurants and shopping centers are closed. Delivery of food is allowed.",Restriction of Non-Essential Government Services,All Residents (Citizen Residents + Foreign Residents),NA,NA,,3/21/20,,03/22/20,03/22/20,https://rs.usembassy.gov/covid-19-information/,U.S. Embassy in Serbia,,,,,,,
Serbia,,,Serbia,,,,,,"As of March 21, 2020 the following measures are in effect:  All public transportation is suspended. Taxi services remain available.",Internal Border Restrictions,All Residents (Citizen Residents + Foreign Residents),NA,NA,,3/21/20,,03/22/20,03/22/20,https://rs.usembassy.gov/covid-19-information/,U.S. Embassy in Serbia,,,,,,,
Serbia,,,Serbia,,,,,,"As of March 21, 2020 the following measures are in effect:   Outdoor and indoor gatherings are limited in both cases so that the distance between people must be at least two meters, and that there may not be more than one person on an area of four square meters. Maximum indoor capacity is limited to no more than 5 people.",Social Distancing,All Residents (Citizen Residents + Foreign Residents),NA,NA,,3/21/20,,03/22/20,03/22/20,https://rs.usembassy.gov/covid-19-information/,U.S. Embassy in Serbia,,,,,,,
Serbia,,,Serbia,,,,,,"As of March 21, 2020 the following measures are in effect:   All sports facilities and facilities for the elderly, schools, kindergartens, and universities are closed",Closure of schools,All Residents (Citizen Residents + Foreign Residents),NA,NA,,3/21/20,,03/22/20,03/22/20,https://rs.usembassy.gov/covid-19-information/,U.S. Embassy in Serbia,,,,,,,
Slovakia,,,All Countries,,,,,,"The Slovak Republic closed all three international airports on March 12, ",External Border Restrictions,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound/Outbound,Flights,03/12/20,03/12/20,,03/22/20,03/22/20,https://rs.usembassy.gov/covid-19-information/,,,,,,,,
Slovakia,,,All Countries,,,,,,"Since March 13, “all the persons coming to Slovakia from abroad are obliged to remain in quarantine for 14 days.”",Quarantine,All Travelers  (Citizen Travelers + Foreign Travelers),Inbound,All Travel Mechanisms,03/12/20,03/13/20,,03/22/20,03/22/20,https://rs.usembassy.gov/covid-19-information/,,,,,,,,
Slovakia,,,Slovakia,,,,,,People with a permanent or temporary domicile in the Slovak Republic who return to Slovakia from abroad will be obliged to remain in quarantine for 14 days,Quarantine,Citizen Travelers,Inbound,All Travel Mechanisms,03/12/20,03/12/20,,03/22/20,03/12/20,https://www.mzv.sk/web/en/news/current_issues/-/asset_publisher/lrJ2tDuQdEKp/content/opatrenia-na-zamedzenie-sirenia-ochorenia-covid-19-v-sr/10182?p_p_auth=sfvjHV4R&_101_INSTANCE_lrJ2tDuQdEKp_redirect=%2Fweb%2Fen,Measures to Prevent the Spread of COVID-19 in the Slovak Republic,Ministry of Foreign and European Affiars of the Slovak Republic,,,,,,
Slovakia,,,Slovakia,,,,,,All schools and educational establishments will be shut down,Closure of schools,All Residents (Citizen Residents + Foreign Residents),NA,NA,03/12/20,03/12/20,,03/22/20,03/12/20,https://www.mzv.sk/web/en/news/current_issues/-/asset_publisher/lrJ2tDuQdEKp/content/opatrenia-na-zamedzenie-sirenia-ochorenia-covid-19-v-sr/10182?p_p_auth=sfvjHV4R&_101_INSTANCE_lrJ2tDuQdEKp_redirect=%2Fweb%2Fen,Measures to Prevent the Spread of COVID-19 in the Slovak Republic,Ministry of Foreign and European Affiars of the Slovak Republic,,,,,,
