"entry_type","entry_type_2_TEXT","entry_type_3_TEXT","notes_correction","notes_update","event_description","type","type_15_TEXT","type_quarantine","type_quarantine_4_TEXT","type_quarantine_5_TEXT","type_num_quarantine_days","type_ext_restrict","type_num_mass_gathering","type_schools","type_business","type_business_6_TEXT","type_health_resource","type_num_masks","type_num_ventilators","type_num_ppe","type_num_hand_sanit","type_num_test_kits","type_other_health_materials","type_num_hospitals","type_num_quaranCen","type_num_medCen","type_num_pubTest","type_num_research","type_other_health_infra","type_num_doctors","type_num_nurses","type_num_volunt","type_other_health_staff","type_other","init_country","init_country_level","index_prov","init_city","init_other_level","init_other","target_geog_level","target_country_region","target_country_197_TEXT","target_region_14_TEXT","target_geog_sublevel","target_province","target_city","target_other","target_who_what","target_who_what_10_TEXT","target_direction","travel_mechanism","travel_mechanism_9_TEXT","compliance","compliance_3_TEXT","enforcer","enforcer_7_TEXT","date_announced","date_start","date_end","sources_matrix_1_1","sources_matrix_1_2","sources_matrix_1_3","sources_matrix_1_4","sources_matrix_2_1","sources_matrix_2_2","sources_matrix_2_3","sources_matrix_2_4","sources_matrix_3_1","sources_matrix_3_2","sources_matrix_3_3","sources_matrix_3_4","sources_matrix_4_1","sources_matrix_4_2","sources_matrix_4_3","sources_matrix_4_4","sources_matrix_5_1","sources_matrix_5_2","sources_matrix_5_3","sources_matrix_5_4","sources_matrix_6_1","sources_matrix_6_2","sources_matrix_6_3","sources_matrix_6_4","sources_matrix_7_1","sources_matrix_7_2","sources_matrix_7_3","sources_matrix_7_4","source_file_Id","source_file_Name","source_file_Size","source_file_Type","notes","record_id","ra_check","check","validation","correct_record_match","policy_id"
"New Entry",NA,NA,NA,NA,"Pakistan's Gilgit Baltistan (GB) government government has started taking precautionary measures to prevent entry of coronavirus in the province and the provincial health department has constituted a 14-member technical committee to deal with situation after Feb. 2.","New Task Force or Bureau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pakistan","Yes, it is at the province/state level","Pakistan4",NA,NA,NA,"","","","","","","","","","","",NA,NA,"Voluntary/Recommended but No Penalties",NA,"Provincial/State Government",NA,"01-27-2020","02-02-2020",NA,"01-27-2020","https://www.dawn.com/news/1530743","DAWN.COM","Coronavirus fear: GB seeks delay in opening of border crossingIkram Junaidi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_28NgB2ltEaOQ5jZ","01-27-2020_Coronavirus fear- GB seeks delay in opening of border crossing.pdf",987033,"application/pdf",NA,"1268228",NA,0,TRUE,"1268228","1268228"
"Update on Existing Entry (type in Record ID in text box)",NA,"R_31tJjRZh999Ah98",NA,"The obligation to fill out forms providing information about the personal health conditions has been expanded. It is now due for flights from China, South Korea, Iran, Japan and Italy. The same applies to country entries by sea. For country entries by train are coach, forms indicating contact records are to be filled out voluntarily.","On February 28th, 2020 measures to provide informations about personal health conditions were expanded. They now include flight and sea passengers form South Korea, Japan, Iran and Italy (previously only flights from China). Passengers entering the country by train or coach are from any country are also asked to voluntarily fill out a contact record formula","External Border Restrictions",NA,NA,NA,NA,NA,"Health Screenings (e.g. temperature checks)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","No, it is at the national level","Germany",NA,NA,NA,"One or more countries, but not all countries","China","","","","","","","All (Travelers + Residents)","","Inbound","Flights,Trains,Buses,Cruises",NA,"Mandatory (Unspecified/Implied)",NA,"National Government,Ministry/Department of Health,Police",NA,"02-28-2020","02-28-2020",NA,"02-28-2020","https://www.mdr.de/nachrichten/politik/inland/krisenstab-gegen-corona-virus-100.html","MDR Aktuell","Coronavirus-Krisenstab in Berlin eingerichtet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_sTqal0LqbQ5kvFn","02-27-2020_Travel_checks_Information_Task force.pdf",1311002,"application/pdf",NA,"9097213",NA,0,TRUE,"9097213","R_31tJjRZh999Ah98"
"Update on Existing Entry (type in Record ID in text box)",NA,"R_31tJjRZh999Ah98",NA,"The obligation to fill out forms providing information about the personal health conditions has been expanded. It is now due for flights from China, South Korea, Iran, Japan and Italy. The same applies to country entries by sea. For country entries by train are coach, forms indicating contact records are to be filled out voluntarily.","On February 28th, 2020 measures to provide informations about personal health conditions were expanded. They now include flight and sea passengers form South Korea, Japan, Iran and Italy (previously only flights from China). Passengers entering the country by train or coach are from any country are also asked to voluntarily fill out a contact record formula","External Border Restrictions",NA,NA,NA,NA,NA,"Health Screenings (e.g. temperature checks)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","No, it is at the national level","Germany",NA,NA,NA,"One or more countries, but not all countries","Iran","","","","","","","All (Travelers + Residents)","","Inbound","Flights,Trains,Buses,Cruises",NA,"Mandatory (Unspecified/Implied)",NA,"National Government,Ministry/Department of Health,Police",NA,"02-28-2020","02-28-2020",NA,"02-28-2020","https://www.mdr.de/nachrichten/politik/inland/krisenstab-gegen-corona-virus-100.html","MDR Aktuell","Coronavirus-Krisenstab in Berlin eingerichtet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_sTqal0LqbQ5kvFn","02-27-2020_Travel_checks_Information_Task force.pdf",1311002,"application/pdf",NA,"9097213",NA,0,TRUE,"9097213","R_31tJjRZh999Ah98"
"Update on Existing Entry (type in Record ID in text box)",NA,"R_31tJjRZh999Ah98",NA,"The obligation to fill out forms providing information about the personal health conditions has been expanded. It is now due for flights from China, South Korea, Iran, Japan and Italy. The same applies to country entries by sea. For country entries by train are coach, forms indicating contact records are to be filled out voluntarily.","On February 28th, 2020 measures to provide informations about personal health conditions were expanded. They now include flight and sea passengers form South Korea, Japan, Iran and Italy (previously only flights from China). Passengers entering the country by train or coach are from any country are also asked to voluntarily fill out a contact record formula","External Border Restrictions",NA,NA,NA,NA,NA,"Health Screenings (e.g. temperature checks)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","No, it is at the national level","Germany",NA,NA,NA,"One or more countries, but not all countries","Italy","","","","","","","All (Travelers + Residents)","","Inbound","Flights,Trains,Buses,Cruises",NA,"Mandatory (Unspecified/Implied)",NA,"National Government,Ministry/Department of Health,Police",NA,"02-28-2020","02-28-2020",NA,"02-28-2020","https://www.mdr.de/nachrichten/politik/inland/krisenstab-gegen-corona-virus-100.html","MDR Aktuell","Coronavirus-Krisenstab in Berlin eingerichtet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_sTqal0LqbQ5kvFn","02-27-2020_Travel_checks_Information_Task force.pdf",1311002,"application/pdf",NA,"9097213",NA,0,TRUE,"9097213","R_31tJjRZh999Ah98"
"Update on Existing Entry (type in Record ID in text box)",NA,"R_31tJjRZh999Ah98",NA,"The obligation to fill out forms providing information about the personal health conditions has been expanded. It is now due for flights from China, South Korea, Iran, Japan and Italy. The same applies to country entries by sea. For country entries by train are coach, forms indicating contact records are to be filled out voluntarily.","On February 28th, 2020 measures to provide informations about personal health conditions were expanded. They now include flight and sea passengers form South Korea, Japan, Iran and Italy (previously only flights from China). Passengers entering the country by train or coach are from any country are also asked to voluntarily fill out a contact record formula","External Border Restrictions",NA,NA,NA,NA,NA,"Health Screenings (e.g. temperature checks)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","No, it is at the national level","Germany",NA,NA,NA,"One or more countries, but not all countries","Japan","","","","","","","All (Travelers + Residents)","","Inbound","Flights,Trains,Buses,Cruises",NA,"Mandatory (Unspecified/Implied)",NA,"National Government,Ministry/Department of Health,Police",NA,"02-28-2020","02-28-2020",NA,"02-28-2020","https://www.mdr.de/nachrichten/politik/inland/krisenstab-gegen-corona-virus-100.html","MDR Aktuell","Coronavirus-Krisenstab in Berlin eingerichtet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_sTqal0LqbQ5kvFn","02-27-2020_Travel_checks_Information_Task force.pdf",1311002,"application/pdf",NA,"9097213",NA,0,TRUE,"9097213","R_31tJjRZh999Ah98"
"Update on Existing Entry (type in Record ID in text box)",NA,"R_31tJjRZh999Ah98",NA,"The obligation to fill out forms providing information about the personal health conditions has been expanded. It is now due for flights from China, South Korea, Iran, Japan and Italy. The same applies to country entries by sea. For country entries by train are coach, forms indicating contact records are to be filled out voluntarily.","On February 28th, 2020 measures to provide informations about personal health conditions were expanded. They now include flight and sea passengers form South Korea, Japan, Iran and Italy (previously only flights from China). Passengers entering the country by train or coach are from any country are also asked to voluntarily fill out a contact record formula","External Border Restrictions",NA,NA,NA,NA,NA,"Health Screenings (e.g. temperature checks)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany","No, it is at the national level","Germany",NA,NA,NA,"One or more countries, but not all countries","South Korea","","","","","","","All (Travelers + Residents)","","Inbound","Flights,Trains,Buses,Cruises",NA,"Mandatory (Unspecified/Implied)",NA,"National Government,Ministry/Department of Health,Police",NA,"02-28-2020","02-28-2020",NA,"02-28-2020","https://www.mdr.de/nachrichten/politik/inland/krisenstab-gegen-corona-virus-100.html","MDR Aktuell","Coronavirus-Krisenstab in Berlin eingerichtet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_sTqal0LqbQ5kvFn","02-27-2020_Travel_checks_Information_Task force.pdf",1311002,"application/pdf",NA,"9097213",NA,0,TRUE,"9097213","R_31tJjRZh999Ah98"
"Update on Existing Entry (type in Record ID in text box)",NA,"5187042",NA,"The school closure starting on March 8th, was set to be revised after 4 weeks. After the revision, the closure was extended to the end of the school year in June, with a continuation of e-learning.","The UAE extended the school closure from a period of 4 weeks to the remaining of the academic year, ending in June 2020. The Ministry of Education is also figuring out a new method conducting examinations.","Closure of Schools",NA,NA,NA,NA,NA,NA,NA,"Preschool or childcare facilities (generally for children ages 5 and below),Primary Schools (generally for children ages 10 and below),Secondary Schools (generally for children ages 10 to 18),Higher education (i.e. degree granting institutions)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United Arab Emirates","No, it is at the national level","United Arab Emirates",NA,NA,NA,"","","","","","","","","","","",NA,NA,"Mandatory with Legal Penalties (Jail Time)",NA,"Other (Please specify in the text box)","Ministry of Education","03-30-2020","03-30-2020",NA,"03-30-2020","https://gulfnews.com/uae/coronavirus-all-uae-schools-universities-extends-e-learning-until-june-1.1585574203861","Gulf News","Coronavirus: All UAE schools, universities extends e-learning until June",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_3e9K7SrvakdhGuV","03-31-2020_Coronavirus_ All UAE schools, universities extends e-learning until June _ Uae – Gulf News.pdf",1690445,"application/pdf",NA,"9808513",NA,0,TRUE,"9808513","5187042"
"New Entry",NA,NA,NA,NA,"Taiwan CECC  raises travel notice level for other Chinese provinces to Level 2: Alert on Jan. 25. Travelers planning to visit China are advised to reinforce prevention measures.","External Border Restrictions",NA,NA,NA,NA,NA,"None of the above",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Taiwan","No, it is at the national level","Taiwan",NA,NA,NA,"One or more countries, but not all countries","China","","","","","","","All Residents (Citizen Residents +Foreign Residents)","","Outbound","All kinds of transport (all below except visa restrictions)",NA,"Voluntary/Recommended but No Penalties",NA,"National Government,Ministry/Department of Health",NA,"01-25-2020","01-25-2020",NA,"03-31-2020","https://www.cdc.gov.tw/Bulletin/Detail/MnTWeIbgfZ43qiDUrO7kRg?typeid=9","Taiwan CDC","因應武漢肺炎疫情，指揮中心擴大提升中國大陸湖北省之旅遊疫情建議至第三級警告(Warning)，籲請民眾如非必要應避免前往，中國大陸其他各省市則提升至第二級警示(Alert)，至當地應採取加強防疫措施",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_2wnIdq2TS9wJZ64","03-31-2020_因應武漢肺炎疫情，指揮中心擴大提升中國大陸湖北省之旅遊疫情建議至第三級警告(Warning)，籲請民眾如非必要應避免前往.pdf",485937,"application/pdf",NA,"3477662",NA,0,TRUE,"3477662","3477662"
"New Entry",NA,NA,NA,NA,"The state [of California, within the United States] is allowing local and state legislative bodies to hold meetings via conference calls while still meeting state transparency requirements. (3/12/2020)","Other Policy Not Listed Above",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Restriction of in person meetings for government operations (essential and non-essential), can do video conference, must adhere to transparency laws.","United States","Yes, it is at the province/state level","United States6",NA,NA,NA,"","","","","","","","","","","",NA,NA,"Voluntary/Recommended but No Penalties",NA,"Provincial/State Government",NA,"03-12-2020","03-12-2020","03-31-2020","03-31-2020","https://www.gov.ca.gov/2020/03/12/governor-newsom-issues-new-executive-order-further-enhancing-state-and-local-governments-ability-to-respond-to-covid-19-pandemic/","the office of Govenor Gavin Newsom","Governor Newsom Issues New Executive Order Further Enhancing State and Local Government’s Ability to Respond to COVID-19 Pandemic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_WDPwco0s1HP80nf","3312020VideoConferencingca_gov.pdf",74149,"application/pdf",NA,"1893813",NA,0,TRUE,"1893813","1893813"
"New Entry",NA,NA,NA,NA,"In Canada, Prime Minister Justin Trudeau convenes the Incident Response Group for an update on the coronavirus situation on February 2nd, including next steps to assist Canadians who have requested help in departing from Wuhan, China, health measures, and travel advisories.","New Task Force or Bureau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canada","No, it is at the national level","Canada",NA,NA,NA,"","","","","","","","","","","",NA,NA,NA,NA,"National Government",NA,"02-02-2020","02-02-2020",NA,"03-31-2020","https://pm.gc.ca/en/news/readouts/2020/02/02/prime-minister-justin-trudeau-convenes-incident-response-group-update","Prime Minister of Canada","Prime Minister Justin Trudeau convenes the Incident Response Group for an update on the coronavirus situation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_1MWH0HlwpK9BCM6","03-31-2020_Prime Minister Justin Trudeau convenes the Incident Response Group for an update on the coronavirus situation.pdf",109426,"application/pdf",NA,"7466040",NA,0,TRUE,"7466040","7466040"
"New Entry",NA,NA,NA,NA,"Lithuania's government recommends avoiding mass events over the coronavirus. Government representatives also advise people in risk groups to avoid mass events.","Restrictions of Mass Gatherings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lithuania","No, it is at the national level","Lithuania",NA,NA,NA,"","","","","","","","","","","",NA,NA,"Voluntary/Recommended but No Penalties",NA,"National Government,Ministry/Department of Health",NA,"02-27-2020","02-27-2020",NA,"02-27-2020","http://www.baltic-course.com/eng2/baltic_states/?doc=154339","The Baltic Course","Lithuanian govt advices avoiding mass events over coronavirus, no ban yet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_1QF4XWt4XCcvdR2","03-31-2020 Lithuanian govt advices avoiding mass events over coronavirus, no ban yet.pdf",238331,"application/pdf",NA,"9002198",NA,0,TRUE,"9002198","9002198"
"New Entry",NA,NA,NA,NA,"Greece ""New epidemiological data of the new coronavirus, the Ministry of Health and the National Public Health Organization""","Public Awareness Campaigns",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Greece","No, it is at the national level","Greece",NA,NA,NA,"","","","","","","","","","","",NA,NA,"Mandatory (Unspecified/Implied)",NA,"Ministry/Department of Health",NA,"02-23-2020","02-23-2020",NA,"02-23-2020","https://www.moh.gov.gr/articles/ministry/grafeio-typoy/press-releases/6704-anakoinwsh-gia-tis-energeies-ypoyrgeioy-ygeias-kai-eody-sxetika-me-to-neo-koronoio","Greece Ministry of Health","New epidemiological data of the new coronavirus, the Ministry of Health and the National Public Health Organization",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_putEjbjr66gQEBX","02-23_2020_new epidemiological data of the new coronavirus, the Ministry of Health and the National Public Health Organization.pdf",757769,"application/pdf",NA,"696056",NA,0,TRUE,"696056","696056"
"New Entry",NA,NA,NA,NA,"Russia (coronavirus taskforce) closes borders with China to foot and road traffic in 5 Russian regions (with exception of citizens returning + citizens of Belarus, who will be quarantined), from January 31-February 2.
","External Border Restrictions",NA,NA,NA,NA,NA,"None of the above",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Russia","No, it is at the national level","Russia",NA,NA,NA,"One or more countries, but not all countries","China","","","","","","","Other","All travelers with exception of repatriates (Chinese citizens going to China, Russian citizens going to Russia) and citizens of Belarus entering Russia.","Inbound/Outbound","Land Border",NA,"Mandatory (Unspecified/Implied)",NA,"National Government,Provincial/State Government",NA,"01-29-2020","01-31-2020","02-02-2020","04-01-2020","http://government.ru/news/38871/","Russian Government","29 January 2020 Decisions of the Taskforce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_2VOAXPEc7nBD211","4-1-20 29 January 2020 Decisions of the Taskforce.pdf",145572,"application/pdf","a placeholder measure","2646780",NA,0,TRUE,"2646780","2646780"
"New Entry",NA,NA,NA,NA,"Fiji checks all international air passengers with handheld temperature scanners prior to entering the country, and their travel history and health status will be screened by border agents.  
","Health Testing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fiji","No, it is at the national level","Fiji",NA,NA,NA,"All countries","All","","","","","","","All (Travelers + Residents)","","Inbound","All kinds of transport (all below except visa restrictions)",NA,"Mandatory (Unspecified/Implied)",NA,"National Government",NA,"03-18-2020","03-18-2020",NA,"04-01-2020","http://www.immigration.gov.fj/","Ministry of Immigration","Health monitoring for international passengers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_2dW7o6sXp9iWfyO","31-03-2020_Fiji refuses country entry.pdf",3427677,"application/pdf",NA,"6717823",NA,0,TRUE,"6717823","6717823"
"New Entry",NA,NA,NA,NA,"US state Missouri declares state of emergency on March 13.","Declaration of Emergency",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States","Yes, it is at the province/state level","United States26",NA,NA,NA,"","","","","","","","","","","",NA,NA,"Mandatory (Unspecified/Implied)",NA,"Provincial/State Government",NA,"03-13-2020","03-13-2020",NA,"04-01-2020","https://governor.mo.gov/press-releases/archive/governor-parson-signs-executive-order-20-02-declaring-state-emergency","Missouri governor Parson","GOVERNOR PARSON SIGNS EXECUTIVE ORDER 20-02 DECLARING A STATE OF EMERGENCY IN MISSOURI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_ODWdLwvQNlVuLip","04-01-2020-Governor Parson Signs Executive Order 2.pdf",149622,"application/pdf",NA,"3210244",NA,0,TRUE,"3210244","3210244"
"Correction to Existing Entry (type in Record ID in text box)","2646780",NA,"In one document, the end date is February 2, in another March 1. According to updates, no end date is specified (i.e. is indefinite).",NA,"Russia (coronavirus taskforce) closes borders with China to foot and road traffic in 5 Russian regions (with exception of citizens returning), from January 31-February 2  (or March 1, according to another document).
","External Border Restrictions",NA,NA,NA,NA,NA,"None of the above",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Russia","No, it is at the national level","Russia",NA,NA,NA,"One or more countries, but not all countries","China","","","","","","","Other","All travelers and residents Other -- with the exception of those repatriating","Inbound/Outbound","Land Border",NA,"Mandatory (Unspecified/Implied)",NA,"National Government,Provincial/State Government",NA,"01-29-2020","01-31-2020","03-01-2020","04-01-2020","http://government.ru/orders/selection/401/39177/","Russian Government","4-1-20 29 January 2020 Decisions of the Taskforce","04-01-2020","http://government.ru/news/38871/","Russian Government","4-1-20 29 January 2020 Summary of first taskforce meeting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_u35pifrA7CikPtv","4-1-20 29 January 2020 Decisions of the Taskforce.pdf",148810,"application/pdf",NA,"2646780",NA,0,TRUE,"2646780","2646780"
"New Entry",NA,NA,NA,NA,"DINAC implementa escáner para detectar febriles en el aeropuerto internacional “Silvio Pettirossi”.","Health Testing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paraguay","No, it is at the national level","Paraguay",NA,NA,NA,"All countries","All","","","","","","","All Travelers (Citizen Travelers + Foreign Travelers )","","Inbound","Flights",NA,"Mandatory (Unspecified/Implied)",NA,"National Government",NA,"02-27-2020","02-27-2020",NA,"04-01-2020","https://www.mspbs.gov.py/que-esta-haciendo-el-ministerio-de-salud-covid19.html","Ministerio de Salud Paraguay","DINAC implementa escáner para detectar febriles en el aeropuerto internacional “Silvio Pettirossi”.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_3CHJREk28LMIzYW","04-01-2020_que esta haciendo el ministerio 27 feb.pdf",922494,"application/pdf",NA,"6843384",NA,0,TRUE,"6843384","6843384"
"New Entry",NA,NA,NA,NA,"On March 14, 2020 ""the Ministry of Health recommends temporarily suspending non-essential activities in the public, social and private sectors as of Monday, March 23, 2020. The scope of this measure is national, this recommendation is nationwide, at the federal, state and municipal levels.""","Restriction of Non-Essential Government Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mexico","No, it is at the national level","Mexico",NA,NA,NA,"","","","","","","","","","","",NA,NA,"Voluntary/Recommended but No Penalties",NA,"Ministry/Department of Health",NA,"03-14-2020","03-23-2020","04-19-2020","04-01-2020","https://www.gob.mx/presidencia/articulos/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-237955?idiom=es","President of the Republic","Press conference. Daily report on coronavirus COVID-19 in Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_1P6Fz06lzCYm56n","04-01-2020_Press conference. Daily report on coronavirus COVID-19 in Mexico.pdf",225162,"application/pdf",NA,"2566633",NA,0,TRUE,"2566633","2566633"
"New Entry",NA,NA,NA,NA,"The Governor [of California within the United States] requested immediate deployment of the USNS Mercy Hospital Ship to the Port of Los Angeles to decompress the state’s health care delivery system in Los Angeles. (3/19/2020)","Health Resources",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other Health Infrastructure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USNS Mercy Hospital Ship",NA,NA,NA,NA,NA,"United States","Yes, it is at the province/state level","United States6",NA,NA,NA,"A geographical or administrative unit within a country","United States","","","One or more other geographical or administrative unit within a country (e.g. county)","","","California, Los Angeles County","All Residents (Citizen Residents +Foreign Residents)","","Inbound","Other (please specify)","Navy Boat","Voluntary/Recommended but No Penalties",NA,"National Government,Ministry/Department of Health,Military,Provincial/State Government,Municipal Government",NA,"03-19-2020",NA,"09-01-2020","04-01-2020","https://www.gov.ca.gov/2020/03/19/governor-newsom-requests-president-trump-deploy-usns-mercy-hospital-ship-to-port-of-los-angeles/","the office of Govenor Gavin Newsom","Governor Newsom Requests President Trump Deploy USNS Mercy Hospital Ship to Port of Los Angeles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_12qVLyKtOH5pFra","412020Request For Medical shipca_gov.pdf",47364,"application/pdf","A request pending federal approval","8237611",NA,0,TRUE,"8237611","8237611"
"New Entry",NA,NA,NA,NA,"St. Vincent & the Grenadines, March 22th 2020: ""Social distancing is a non-medical tactic used to keep people physically apart from each other, as close contact helps to spread the virus. Social distancing is particularly important
to prevent the spread of COVID-19 because there is no vaccine to protect against the virus which causes this disease. Therefore, the Ministry of Health, Wellness and the Environment issues the following advisory to Faith Leaders, Event Organizers and the general public.""","Social Distancing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saint Vincent and the Grenadines","No, it is at the national level","Saint Vincent and the Grenadines",NA,NA,NA,"","","","","","","","","","","",NA,NA,"Voluntary/Recommended but No Penalties",NA,"Ministry/Department of Health",NA,"03-22-2020","03-22-2020",NA,"04-01-2020","http://www.gov.vc/images/pdf_documents/HEOC_COVID-19-advisory_social_distancing_and_the_church_skb.docxedt.pdf","Ministry of Health, Wellness and the Enviroment","HEOC/COVID-19 TASK FORCE ADVISORY: SOCIAL DISTANCING AND MASS GATHERINGS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F_31hqGwE6WjrCvbu","04-01-2020_Social-Distancing_HEOC_COVID-19-advisory_social_distancing_and_the_church_skb.docxedt.pdf",992170,"application/pdf",NA,"4481316",NA,0,TRUE,"4481316","4481316"
