date,state,positive,negative,pending,hospitalized,death,total,dateChecked,totalTestResults,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease
20200316,OR,39,579,182,,,800,2020-03-16T20:00:00Z,618,0,0,159,3,162
20200316,PA,76,670,,,,746,2020-03-16T20:00:00Z,746,0,0,465,13,478
20200316,PR,5,9,,,,14,2020-03-16T20:00:00Z,14,,,,,
20200316,RI,21,308,149,,,478,2020-03-16T20:00:00Z,329,0,0,110,1,111
20200316,SC,28,235,,,1,263,2020-03-16T20:00:00Z,263,1,0,81,9,90
20200316,SD,10,494,0,,,504,2020-03-16T20:00:00Z,504,0,0,167,1,168
20200316,TN,52,270,,,,322,2020-03-16T20:00:00Z,322,0,0,113,13,126
20200316,TX,57,,,,,57,2020-03-16T20:00:00Z,57,0,0,0,1,1
20200316,UT,39,131,,,0,170,2020-03-16T20:00:00Z,170,0,0,0,11,11
20200316,VA,51,438,,,1,489,2020-03-16T20:00:00Z,489,0,0,75,6,81
20200316,VI,1,,,,,1,2020-03-16T20:00:00Z,1,,,,,
20200316,VT,8,421,,,,429,2020-03-16T20:00:00Z,429,0,0,73,4,77
20200316,WA,769,9451,,,42,10220,2020-03-16T20:00:00Z,10220,2,0,2329,127,2456
20200316,WI,47,504,,,,551,2020-03-16T20:00:00Z,551,0,0,191,14,205
20200316,WV,0,80,4,,0,84,2020-03-16T20:00:00Z,80,0,0,42,0,42
20200316,WY,3,,,,,3,2020-03-16T20:00:00Z,3,0,0,0,0,0
20200315,AK,1,143,,,,144,2020-03-15T20:00:00Z,144,0,0,0,0,0
20200315,AL,12,28,46,,0,86,2020-03-15T20:00:00Z,40,0,0,6,6,12
20200315,AR,16,103,30,,,149,2020-03-15T20:00:00Z,119,0,0,38,4,42
20200315,AZ,12,121,50,,0,183,2020-03-15T20:00:00Z,133,0,0,0,0,0
20200315,CA,293,916,,,5,1209,2020-03-15T20:00:00Z,1209,0,0,0,41,41
20200315,CO,131,627,,,1,758,2020-03-15T20:00:00Z,758,0,0,17,30,47
20200315,CT,20,125,,,,145,2020-03-15T20:00:00Z,145,0,0,0,9,9
20200315,DC,16,79,20,,,115,2020-03-15T20:00:00Z,95,0,0,30,6,36
20200315,DE,6,36,32,,,74,2020-03-15T20:00:00Z,42,0,0,0,0,0
20200315,FL,116,678,454,,4,1248,2020-03-15T20:00:00Z,794,1,0,200,39,239
20200315,GA,99,,,,1,99,2020-03-15T20:00:00Z,99,0,0,0,33,33
20200315,HI,2,,,,,2,2020-03-15T20:00:00Z,2,0,0,0,0,0
20200315,IA,18,83,,,,101,2020-03-15T20:00:00Z,101,0,0,0,1,1
20200315,ID,5,171,,,,176,2020-03-15T20:00:00Z,176,0,0,-3,3,0
20200315,IL,64,449,195,,,708,2020-03-15T20:00:00Z,513,0,0,133,18,151
20200315,IN,19,102,,,0,121,2020-03-15T20:00:00Z,121,0,0,28,4,32
20200315,KS,8,135,,,1,143,2020-03-15T20:00:00Z,143,0,0,42,2,44
20200315,KY,16,139,,,,155,2020-03-15T20:00:00Z,155,0,0,0,2,2
20200315,LA,91,156,,,2,247,2020-03-15T20:00:00Z,247,2,0,47,22,69
20200315,MA,138,352,,,,490,2020-03-15T20:00:00Z,490,0,0,0,0,0
20200315,MD,31,94,,,,125,2020-03-15T20:00:00Z,125,0,0,0,5,5
20200315,ME,3,91,17,,,111,2020-03-15T20:00:00Z,94,0,0,0,0,0
20200315,MI,33,205,26,,,264,2020-03-15T20:00:00Z,238,0,0,0,8,8
20200315,MN,35,1387,,,,1422,2020-03-15T20:00:00Z,1422,0,0,540,14,554
20200315,MO,5,122,,,0,127,2020-03-15T20:00:00Z,127,0,0,32,1,33
20200315,MS,10,84,,,,94,2020-03-15T20:00:00Z,94,0,0,0,4,4
20200315,MT,7,103,57,,,167,2020-03-15T20:00:00Z,110,0,0,0,2,2
20200315,NC,32,227,151,,,410,2020-03-15T20:00:00Z,259,0,0,90,9,99
20200315,ND,1,95,4,,0,100,2020-03-15T20:00:00Z,96,0,0,41,0,41
20200315,NE,17,80,33,,,130,2020-03-15T20:00:00Z,97,0,0,0,3,3
20200315,NH,13,271,95,,,379,2020-03-15T20:00:00Z,284,0,0,59,6,65
20200315,NJ,98,120,34,,2,252,2020-03-15T20:00:00Z,218,1,0,23,48,71
20200315,NM,13,482,,,,495,2020-03-15T20:00:00Z,495,0,0,245,3,248
20200315,NV,21,168,164,,,353,2020-03-15T20:00:00Z,189,0,0,0,1,1
20200315,NY,729,4543,,,3,5272,2020-03-15T20:00:00Z,5272,3,0,1764,205,1969
20200315,OH,36,139,350,,,525,2020-03-15T20:00:00Z,175,0,0,89,23,112
20200315,OK,9,118,12,,,139,2020-03-15T20:00:00Z,127,0,0,82,5,87
20200315,OR,36,420,225,,,681,2020-03-15T20:00:00Z,456,0,0,83,6,89
20200315,PA,63,205,183,,,451,2020-03-15T20:00:00Z,268,0,0,0,16,16
20200315,RI,20,198,57,,,275,2020-03-15T20:00:00Z,218,0,0,0,0,0
20200315,SC,19,154,,,,173,2020-03-15T20:00:00Z,173,0,0,44,6,50
20200315,SD,9,327,6,,,342,2020-03-15T20:00:00Z,336,0,0,145,0,145
20200315,TN,39,157,,,,196,2020-03-15T20:00:00Z,196,0,0,27,7,34
20200315,TX,56,,,,,56,2020-03-15T20:00:00Z,56,0,0,0,5,5
20200315,UT,28,131,,,0,159,2020-03-15T20:00:00Z,159,0,0,0,22,22
20200315,VA,45,363,,,1,408,2020-03-15T20:00:00Z,408,1,0,246,15,261
20200315,VT,4,348,,,,352,2020-03-15T20:00:00Z,352,0,0,121,0,121
20200315,WA,642,7122,,,40,7764,2020-03-15T20:00:00Z,7764,3,0,1121,74,1195
20200315,WI,33,313,,,,346,2020-03-15T20:00:00Z,346,0,0,144,14,158
20200315,WV,0,38,1,,0,39,2020-03-15T20:00:00Z,38,0,0,12,0,12
20200315,WY,3,,,,,3,2020-03-15T20:00:00Z,3,0,0,0,1,1
20200314,AK,1,143,,,,144,2020-03-14T20:00:00Z,144,0,0,84,0,84
20200314,AL,6,22,46,,,74,2020-03-14T20:00:00Z,28,0,0,11,5,16
20200314,AR,12,65,26,,,103,2020-03-14T20:00:00Z,77,0,0,35,3,38
20200314,AZ,12,121,50,,0,183,2020-03-14T20:00:00Z,133,0,0,27,3,30
20200314,CA,252,916,,,5,1168,2020-03-14T20:00:00Z,1168,1,0,0,50,50
20200314,CO,101,610,,,1,711,2020-03-14T20:00:00Z,711,1,0,86,29,115
20200314,CT,11,125,,,,136,2020-03-14T20:00:00Z,136,0,0,26,5,31
20200314,DC,10,49,10,,,69,2020-03-14T20:00:00Z,59,0,0,29,0,29
20200314,DE,6,36,32,,,74,2020-03-14T20:00:00Z,42,0,0,6,2,8
20200314,FL,77,478,221,,3,776,2020-03-14T20:00:00Z,555,1,0,0,27,27
20200314,GA,66,,,,1,66,2020-03-14T20:00:00Z,66,0,0,0,24,24
20200314,HI,2,,,,,2,2020-03-14T20:00:00Z,2,0,0,0,0,0
20200314,IA,17,83,,,,100,2020-03-14T20:00:00Z,100,0,0,0,1,1
20200314,ID,2,174,,,,176,2020-03-14T20:00:00Z,176,0,0,43,2,45
20200314,IL,46,316,82,,,444,2020-03-14T20:00:00Z,362,0,0,22,14,36
20200314,IN,15,74,,,0,89,2020-03-14T20:00:00Z,89,0,0,13,3,16
20200314,KS,6,93,,,1,99,2020-03-14T20:00:00Z,99,1,0,0,0,0
20200314,KY,14,139,,,,153,2020-03-14T20:00:00Z,153,0,0,32,3,35
20200314,LA,69,109,,,,178,2020-03-14T20:00:00Z,178,0,0,72,33,105
20200314,MA,138,352,,,,490,2020-03-14T20:00:00Z,490,0,0,260,15,275
20200314,MD,26,94,,,,120,2020-03-14T20:00:00Z,120,0,0,0,9,9
20200314,ME,3,91,17,,,111,2020-03-14T20:00:00Z,94,0,0,0,0,0
20200314,MI,25,205,26,,,256,2020-03-14T20:00:00Z,230,0,0,72,9,81
20200314,MN,21,847,,,,868,2020-03-14T20:00:00Z,868,0,0,306,7,313
20200314,MO,4,90,,,0,94,2020-03-14T20:00:00Z,94,0,0,19,2,21
20200314,MS,6,84,,,,90,2020-03-14T20:00:00Z,90,0,0,43,2,45
20200314,MT,5,103,,,,108,2020-03-14T20:00:00Z,108,0,0,48,4,52
20200314,NC,23,137,,,,160,2020-03-14T20:00:00Z,160,0,0,51,8,59
20200314,ND,1,54,14,,0,69,2020-03-14T20:00:00Z,55,0,0,15,0,15
20200314,NE,14,80,33,,,127,2020-03-14T20:00:00Z,94,0,0,0,1,1
20200314,NH,7,212,31,,,250,2020-03-14T20:00:00Z,219,0,0,118,1,119
20200314,NJ,50,97,80,,1,227,2020-03-14T20:00:00Z,147,0,0,0,0,0
20200314,NM,10,237,,,,247,2020-03-14T20:00:00Z,247,0,0,47,0,47
20200314,NV,20,168,,,,188,2020-03-14T20:00:00Z,188,0,0,0,9,9
20200314,NY,524,2779,,,,3303,2020-03-14T20:00:00Z,3303,0,0,0,103,103
20200314,OH,13,50,159,,,222,2020-03-14T20:00:00Z,63,0,0,0,0,0
20200314,OK,4,36,37,,,77,2020-03-14T20:00:00Z,40,0,0,0,1,1
20200314,OR,30,337,157,,,524,2020-03-14T20:00:00Z,367,0,0,0,0,0
20200314,PA,47,205,150,,,402,2020-03-14T20:00:00Z,252,0,0,65,14,79
20200314,RI,20,198,57,,,275,2020-03-14T20:00:00Z,218,0,0,56,6,62
20200314,SC,13,110,,,,123,2020-03-14T20:00:00Z,123,0,0,35,1,36
20200314,SD,9,182,3,,,194,2020-03-14T20:00:00Z,191,0,0,109,0,109
20200314,TN,32,130,,,,162,2020-03-14T20:00:00Z,162,0,0,14,6,20
20200314,TX,51,,,,,51,2020-03-14T20:00:00Z,51,0,0,0,12,12
20200314,UT,6,131,,,,137,2020-03-14T20:00:00Z,137,0,0,0,0,0
20200314,VA,30,117,,,,147,2020-03-14T20:00:00Z,147,0,0,0,0,0
20200314,VT,4,227,,,,231,2020-03-14T20:00:00Z,231,0,0,85,2,87
20200314,WA,568,6001,,,37,6569,2020-03-14T20:00:00Z,6569,6,0,1651,111,1762
20200314,WI,19,169,,,,188,2020-03-14T20:00:00Z,188,0,0,0,0,0
20200314,WV,0,26,5,,,31,2020-03-14T20:00:00Z,26,0,0,9,0,9
20200314,WY,2,,,,,2,2020-03-14T20:00:00Z,2,0,0,0,1,1
20200313,AK,1,59,,,,60,2020-03-13T20:00:00Z,60,0,0,13,1,14
20200313,AL,1,11,,,,12,2020-03-13T20:00:00Z,12,0,0,1,1,2
20200313,AR,9,30,22,,,61,2020-03-13T20:00:00Z,39,0,0,6,3,9
20200313,AZ,9,94,40,,0,143,2020-03-13T20:00:00Z,103,0,0,12,0,12
20200313,CA,202,916,,,4,1118,2020-03-13T20:00:00Z,1118,0,0,0,0,0
20200313,CO,72,524,,,,596,2020-03-13T20:00:00Z,596,0,0,226,27,253
20200313,CT,6,99,,,,105,2020-03-13T20:00:00Z,105,0,0,10,0,10
20200313,DC,10,20,,,,30,2020-03-13T20:00:00Z,30,0,0,0,0,0
20200313,DE,4,30,10,,,44,2020-03-13T20:00:00Z,34,0,0,7,0,7
20200313,FL,50,478,221,,2,749,2020-03-13T20:00:00Z,528,0,0,177,18,195
20200313,GA,42,,,,1,42,2020-03-13T20:00:00Z,42,1,0,0,11,11
20200313,HI,2,,,,,2,2020-03-13T20:00:00Z,2,0,0,0,0,0
20200313,IA,16,83,29,,,128,2020-03-13T20:00:00Z,99,0,0,16,2,18
20200313,ID,0,131,,,,131,2020-03-13T20:00:00Z,131,0,0,38,0,38
20200313,IL,32,294,92,,,418,2020-03-13T20:00:00Z,326,0,0,28,7,35
20200313,IN,12,61,,,,73,2020-03-13T20:00:00Z,73,0,0,9,0,9
20200313,KS,6,93,,,,99,2020-03-13T20:00:00Z,99,0,0,52,2,54
20200313,KY,11,107,,,,118,2020-03-13T20:00:00Z,118,0,0,51,3,54
20200313,LA,36,37,,,,73,2020-03-13T20:00:00Z,73,0,0,0,22,22
20200313,MA,123,92,,,,215,2020-03-13T20:00:00Z,215,0,0,92,28,120
20200313,MD,17,94,,,,111,2020-03-13T20:00:00Z,111,0,0,0,5,5
20200313,ME,3,91,17,,,111,2020-03-13T20:00:00Z,94,0,0,26,2,28
20200313,MI,16,133,26,,,175,2020-03-13T20:00:00Z,149,0,0,42,14,56
20200313,MN,14,541,,,,555,2020-03-13T20:00:00Z,555,0,0,234,5,239
20200313,MO,2,71,,,,73,2020-03-13T20:00:00Z,73,0,0,7,1,8
20200313,MS,4,41,,,,45,2020-03-13T20:00:00Z,45,0,0,0,3,3
20200313,MT,1,55,,,,56,2020-03-13T20:00:00Z,56,0,0,21,0,21
20200313,NC,15,86,,,,101,2020-03-13T20:00:00Z,101,0,0,26,3,29
20200313,ND,1,39,12,,0,52,2020-03-13T20:00:00Z,40,0,0,27,0,27
20200313,NE,13,80,33,,,126,2020-03-13T20:00:00Z,93,0,0,0,3,3
20200313,NH,6,94,21,,,121,2020-03-13T20:00:00Z,100,0,0,0,0,0
20200313,NJ,50,97,80,,1,227,2020-03-13T20:00:00Z,147,0,0,23,20,43
20200313,NM,10,190,,,,200,2020-03-13T20:00:00Z,200,0,0,35,5,40
20200313,NV,11,168,,,,179,2020-03-13T20:00:00Z,179,0,0,0,4,4
20200313,NY,421,2779,,,,3200,2020-03-13T20:00:00Z,3200,0,0,2687,205,2892
20200313,OH,13,50,159,,,222,2020-03-13T20:00:00Z,63,0,0,20,8,28
20200313,OK,3,36,37,,,76,2020-03-13T20:00:00Z,39,0,0,0,0,0
20200313,OR,30,337,157,,,524,2020-03-13T20:00:00Z,367,0,0,51,11,62
20200313,PA,33,140,130,,,303,2020-03-13T20:00:00Z,173,0,0,24,11,35
20200313,RI,14,142,29,,,185,2020-03-13T20:00:00Z,156,0,0,48,9,57
20200313,SC,12,75,,,,87,2020-03-13T20:00:00Z,87,0,0,27,2,29
20200313,SD,9,73,11,,,93,2020-03-13T20:00:00Z,82,0,0,46,1,47
20200313,TN,26,116,,,,142,2020-03-13T20:00:00Z,142,0,0,37,8,45
20200313,TX,39,,,,,39,2020-03-13T20:00:00Z,39,0,0,0,16,16
20200313,UT,6,131,,,,137,2020-03-13T20:00:00Z,137,0,0,0,2,2
20200313,VA,30,117,,,,147,2020-03-13T20:00:00Z,147,0,0,0,13,13
20200313,VT,2,142,,,,144,2020-03-13T20:00:00Z,144,0,0,45,0,45
20200313,WA,457,4350,,,31,4807,2020-03-13T20:00:00Z,4807,2,0,1313,120,1433
20200313,WI,19,169,,,,188,2020-03-13T20:00:00Z,188,0,0,85,11,96
20200313,WV,0,17,4,,,21,2020-03-13T20:00:00Z,17,0,0,10,0,10
20200313,WY,1,,,,,1,2020-03-13T20:00:00Z,1,0,0,0,0,0
20200312,AK,0,46,14,,,60,2020-03-12T20:00:00Z,46,0,0,0,0,0
20200312,AL,0,10,,,,10,2020-03-12T20:00:00Z,10,0,0,0,0,0
20200312,AR,6,24,20,,,50,2020-03-12T20:00:00Z,30,0,0,12,6,18
20200312,AZ,9,82,24,,,115,2020-03-12T20:00:00Z,91,0,0,23,0,23
20200312,CA,202,916,,,4,1118,2020-03-12T20:00:00Z,1118,4,0,0,45,45
20200312,CO,45,298,,,,343,2020-03-12T20:00:00Z,343,0,0,47,17,64
20200312,CT,6,89,,,,95,2020-03-12T20:00:00Z,95,0,0,18,3,21
20200312,DC,10,20,,,,30,2020-03-12T20:00:00Z,30,0,0,0,6,6
20200312,DE,4,23,14,,,41,2020-03-12T20:00:00Z,27,0,0,6,3,9
20200312,FL,32,301,147,,2,480,2020-03-12T20:00:00Z,333,0,0,0,4,4
20200312,GA,31,,,,,31,2020-03-12T20:00:00Z,31,0,0,0,9,9
20200312,HI,2,,,,,2,2020-03-12T20:00:00Z,2,0,0,0,0,0
20200312,IA,14,67,24,,,105,2020-03-12T20:00:00Z,81,0,0,21,1,22
20200312,ID,0,93,,,,93,2020-03-12T20:00:00Z,93,0,0,26,0,26
20200312,IL,25,266,76,,,367,2020-03-12T20:00:00Z,291,0,0,22,6,28
20200312,IN,12,52,,,,64,2020-03-12T20:00:00Z,64,0,0,19,2,21
20200312,KS,4,41,,,,45,2020-03-12T20:00:00Z,45,0,0,0,3,3
20200312,KY,8,56,,,,64,2020-03-12T20:00:00Z,64,0,0,10,0,10
20200312,LA,14,37,,,,51,2020-03-12T20:00:00Z,51,0,0,0,8,8
20200312,MA,95,,,,,95,2020-03-12T20:00:00Z,95,0,0,0,3,3
20200312,MD,12,94,,,,106,2020-03-12T20:00:00Z,106,0,0,0,3,3
20200312,ME,1,65,20,,,86,2020-03-12T20:00:00Z,66,0,0,23,1,24
20200312,MI,2,91,27,,,120,2020-03-12T20:00:00Z,93,0,0,34,0,34
20200312,MN,9,307,,,,316,2020-03-12T20:00:00Z,316,0,0,90,4,94
20200312,MO,1,64,,,,65,2020-03-12T20:00:00Z,65,0,0,64,0,64
20200312,MS,1,41,,,,42,2020-03-12T20:00:00Z,42,0,0,21,1,22
20200312,MT,1,34,,,,35,2020-03-12T20:00:00Z,35,0,0,13,1,14
20200312,NC,12,60,,,,72,2020-03-12T20:00:00Z,72,0,0,60,5,65
20200312,ND,1,12,14,,,27,2020-03-12T20:00:00Z,13,0,0,5,1,6
20200312,NE,10,80,33,,,123,2020-03-12T20:00:00Z,90,0,0,33,5,38
20200312,NH,6,94,21,,,121,2020-03-12T20:00:00Z,100,0,0,56,2,58
20200312,NJ,30,74,20,,1,124,2020-03-12T20:00:00Z,104,0,0,17,6,23
20200312,NM,5,155,,,,160,2020-03-12T20:00:00Z,160,0,0,68,2,70
20200312,NV,7,168,,,,175,2020-03-12T20:00:00Z,175,0,0,0,2,2
20200312,NY,216,92,,,,308,2020-03-12T20:00:00Z,308,0,0,0,0,0
20200312,OH,5,30,52,,,87,2020-03-12T20:00:00Z,35,0,0,9,1,10
20200312,OK,3,36,4,,,43,2020-03-12T20:00:00Z,39,0,0,21,1,22
20200312,OR,19,286,62,,,367,2020-03-12T20:00:00Z,305,0,0,0,0,0
20200312,PA,22,116,81,,,219,2020-03-12T20:00:00Z,138,0,0,28,7,35
20200312,RI,5,94,8,,,107,2020-03-12T20:00:00Z,99,0,0,36,0,36
20200312,SC,10,48,,,,58,2020-03-12T20:00:00Z,58,0,0,16,1,17
20200312,SD,8,27,11,,,46,2020-03-12T20:00:00Z,35,0,0,14,3,17
20200312,TN,18,79,,,,97,2020-03-12T20:00:00Z,97,0,0,29,11,40
20200312,TX,23,,,,,23,2020-03-12T20:00:00Z,23,0,0,0,2,2
20200312,UT,4,131,,,,135,2020-03-12T20:00:00Z,135,0,0,131,2,133
20200312,VA,17,117,,,,134,2020-03-12T20:00:00Z,134,0,0,57,8,65
20200312,VT,2,97,,,,99,2020-03-12T20:00:00Z,99,0,0,35,1,36
20200312,WA,337,3037,,,29,3374,2020-03-12T20:00:00Z,3374,5,0,862,70,932
20200312,WI,8,84,,,,92,2020-03-12T20:00:00Z,92,0,0,41,5,46
20200312,WV,0,7,1,,,8,2020-03-12T20:00:00Z,7,0,0,4,0,4
20200312,WY,1,,,,,1,2020-03-12T20:00:00Z,1,0,0,0,1,1
20200311,AK,0,46,14,,,60,2020-03-11T20:00:00Z,46,0,0,23,0,23
20200311,AL,0,10,,,,10,2020-03-11T20:00:00Z,10,0,0,10,0,10
20200311,AR,0,12,14,,,26,2020-03-11T20:00:00Z,12,0,0,0,0,0
20200311,AZ,9,59,32,,,100,2020-03-11T20:00:00Z,68,0,0,8,3,11
20200311,CA,157,916,,,,1073,2020-03-11T20:00:00Z,1073,0,0,226,24,250
20200311,CO,28,251,,,,279,2020-03-11T20:00:00Z,279,0,0,109,16,125
20200311,CT,3,71,,,,74,2020-03-11T20:00:00Z,74,0,0,17,1,18
20200311,DC,4,20,15,,,39,2020-03-11T20:00:00Z,24,0,0,3,-1,2
20200311,DE,1,17,2,,,20,2020-03-11T20:00:00Z,18,0,0,0,1,1
20200311,FL,28,301,147,,2,476,2020-03-11T20:00:00Z,329,2,0,79,9,88
20200311,GA,22,,,,,22,2020-03-11T20:00:00Z,22,0,0,0,5,5
20200311,HI,2,,,,,2,2020-03-11T20:00:00Z,2,0,0,0,0,0
20200311,IA,13,46,27,,,86,2020-03-11T20:00:00Z,59,0,0,14,5,19
20200311,ID,0,67,,,,67,2020-03-11T20:00:00Z,67,0,0,26,0,26
20200311,IL,19,244,63,,,326,2020-03-11T20:00:00Z,263,0,0,0,0,0
20200311,IN,10,33,,,,43,2020-03-11T20:00:00Z,43,0,0,3,4,7
20200311,KS,1,41,,,,42,2020-03-11T20:00:00Z,42,0,0,24,0,24
20200311,KY,8,46,,,,54,2020-03-11T20:00:00Z,54,0,0,18,2,20
20200311,LA,6,37,,,,43,2020-03-11T20:00:00Z,43,0,0,26,5,31
20200311,MA,92,,,,,92,2020-03-11T20:00:00Z,92,0,0,0,0,0
20200311,MD,9,94,,,,103,2020-03-11T20:00:00Z,103,0,0,5,3,8
20200311,ME,0,42,5,,,47,2020-03-11T20:00:00Z,42,0,0,22,0,22
20200311,MI,2,57,18,,,77,2020-03-11T20:00:00Z,59,0,0,18,2,20
20200311,MN,5,217,,,,222,2020-03-11T20:00:00Z,222,0,0,85,2,87
20200311,MO,1,,,,,1,2020-03-11T20:00:00Z,1,0,0,0,0,0
20200311,MS,0,20,,,,20,2020-03-11T20:00:00Z,20,0,0,20,0,20
20200311,MT,0,21,,,,21,2020-03-11T20:00:00Z,21,0,0,6,0,6
20200311,NC,7,,,,,7,2020-03-11T20:00:00Z,7,0,0,0,0,0
20200311,ND,0,7,6,,,13,2020-03-11T20:00:00Z,7,0,0,1,0,1
20200311,NE,5,47,16,,,68,2020-03-11T20:00:00Z,52,0,0,0,2,2
20200311,NH,4,38,5,,,47,2020-03-11T20:00:00Z,42,0,0,0,0,0
20200311,NJ,24,57,20,,1,101,2020-03-11T20:00:00Z,81,1,0,13,9,22
20200311,NM,3,87,,,,90,2020-03-11T20:00:00Z,90,0,0,18,3,21
20200311,NV,5,168,,,,173,2020-03-11T20:00:00Z,173,0,0,154,5,159
20200311,NY,216,92,,,,308,2020-03-11T20:00:00Z,308,0,0,0,43,43
20200311,OH,4,21,24,,,49,2020-03-11T20:00:00Z,25,0,0,7,1,8
20200311,OK,2,15,11,,,28,2020-03-11T20:00:00Z,17,0,0,0,0,0
20200311,OR,19,286,62,,,367,2020-03-11T20:00:00Z,305,0,0,73,4,77
20200311,PA,15,88,54,,,157,2020-03-11T20:00:00Z,103,0,0,88,3,91
20200311,RI,5,58,24,,,87,2020-03-11T20:00:00Z,63,0,0,5,2,7
20200311,SC,9,32,,,,41,2020-03-11T20:00:00Z,41,0,0,8,2,10
20200311,SD,5,13,2,,,20,2020-03-11T20:00:00Z,18,0,0,2,5,7
20200311,TN,7,50,,,,57,2020-03-11T20:00:00Z,57,0,0,50,0,50
20200311,TX,21,,,,,21,2020-03-11T20:00:00Z,21,0,0,0,8,8
20200311,UT,2,,,,,2,2020-03-11T20:00:00Z,2,0,0,0,0,0
20200311,VA,9,60,,,,69,2020-03-11T20:00:00Z,69,0,0,7,1,8
20200311,VT,1,62,,,,63,2020-03-11T20:00:00Z,63,0,0,22,0,22
20200311,WA,267,2175,,,24,2442,2020-03-11T20:00:00Z,2442,24,0,1065,105,1170
20200311,WI,3,43,,,,46,2020-03-11T20:00:00Z,46,0,0,7,1,8
20200311,WV,0,3,2,,,5,2020-03-11T20:00:00Z,3,0,0,1,0,1
20200311,WY,0,,,,,0,2020-03-11T20:00:00Z,0,0,0,0,0,0
20200310,AK,0,23,9,,,32,2020-03-10T20:00:00Z,23,0,0,0,0,0
20200310,AL,0,0,0,,,0,2020-03-10T20:00:00Z,0,0,0,0,0,0
20200310,AR,0,12,3,,,15,2020-03-10T20:00:00Z,12,0,0,0,0,0
20200310,AZ,6,51,27,,,84,2020-03-10T20:00:00Z,57,0,0,7,1,8
20200310,CA,133,690,,,,823,2020-03-10T20:00:00Z,823,0,0,0,19,19
20200310,CO,12,142,1,,,155,2020-03-10T20:00:00Z,154,0,0,9,3,12
20200310,CT,2,54,,,,56,2020-03-10T20:00:00Z,56,0,0,8,1,9
20200310,DC,5,17,2,,,24,2020-03-10T20:00:00Z,22,0,0,3,4,7
20200310,DE,0,17,3,,,20,2020-03-10T20:00:00Z,17,0,0,2,0,2
20200310,FL,19,222,155,,,396,2020-03-10T20:00:00Z,241,0,0,82,1,83
20200310,GA,17,,,,,17,2020-03-10T20:00:00Z,17,0,0,0,5,5
20200310,HI,2,,,,,2,2020-03-10T20:00:00Z,2,0,0,0,0,0
20200310,IA,8,32,11,,,51,2020-03-10T20:00:00Z,40,0,0,6,5,11
20200310,ID,0,41,,,,41,2020-03-10T20:00:00Z,41,0,0,0,0,0
20200310,IL,19,244,63,,,326,2020-03-10T20:00:00Z,263,0,0,53,12,65
20200310,IN,6,30,,,,36,2020-03-10T20:00:00Z,36,0,0,30,4,34
20200310,KS,1,17,21,,,39,2020-03-10T20:00:00Z,18,0,0,6,0,6
20200310,KY,6,28,,,,34,2020-03-10T20:00:00Z,34,0,0,11,2,13
20200310,LA,1,11,,,,12,2020-03-10T20:00:00Z,12,0,0,6,0,6
20200310,MA,92,,,,,92,2020-03-10T20:00:00Z,92,0,0,0,51,51
20200310,MD,6,89,,,,95,2020-03-10T20:00:00Z,95,0,0,16,1,17
20200310,ME,0,20,5,,,25,2020-03-10T20:00:00Z,20,0,0,19,0,19
20200310,MI,0,39,24,,,63,2020-03-10T20:00:00Z,39,0,0,3,0,3
20200310,MN,3,132,,,,135,2020-03-10T20:00:00Z,135,0,0,52,1,53
20200310,MO,1,,,,,1,2020-03-10T20:00:00Z,1,0,0,0,0,0
20200310,MS,0,,,,,0,2020-03-10T20:00:00Z,0,0,0,0,0,0
20200310,MT,0,15,,,,15,2020-03-10T20:00:00Z,15,0,0,4,0,4
20200310,NC,7,,,,,7,2020-03-10T20:00:00Z,7,0,0,0,5,5
20200310,ND,0,6,2,,,8,2020-03-10T20:00:00Z,6,0,0,6,0,6
20200310,NE,3,47,16,,,66,2020-03-10T20:00:00Z,50,0,0,11,0,11
20200310,NH,4,38,5,,,47,2020-03-10T20:00:00Z,42,0,0,0,0,0
20200310,NJ,15,44,20,,,79,2020-03-10T20:00:00Z,59,0,0,9,4,13
20200310,NM,0,69,,,,69,2020-03-10T20:00:00Z,69,0,0,12,0,12
20200310,NV,0,14,,,,14,2020-03-10T20:00:00Z,14,0,0,0,0,-1
20200310,NY,173,92,,,,265,2020-03-10T20:00:00Z,265,0,0,0,31,31
20200310,OH,3,14,15,,,32,2020-03-10T20:00:00Z,17,0,0,3,0,3
20200310,OK,2,15,11,,,28,2020-03-10T20:00:00Z,17,0,0,7,1,8
20200310,OR,15,213,67,,,295,2020-03-10T20:00:00Z,228,0,0,48,1,49
20200310,PA,12,,,,,12,2020-03-10T20:00:00Z,12,0,0,0,5,5
20200310,RI,3,53,6,,,62,2020-03-10T20:00:00Z,56,0,0,0,0,0
20200310,SC,7,24,,,,31,2020-03-10T20:00:00Z,31,0,0,0,0,0
20200310,SD,0,11,0,,,11,2020-03-10T20:00:00Z,11,0,0,6,0,6
20200310,TN,7,,,,,7,2020-03-10T20:00:00Z,7,0,0,0,4,4
20200310,TX,13,,,,,13,2020-03-10T20:00:00Z,13,0,0,0,1,1
20200310,UT,2,,,,,2,2020-03-10T20:00:00Z,2,0,0,0,1,1
20200310,VA,8,53,,,,61,2020-03-10T20:00:00Z,61,0,0,15,5,20
20200310,VT,1,40,,,,41,2020-03-10T20:00:00Z,41,0,0,6,0,6
20200310,WA,162,1110,,,,1272,2020-03-10T20:00:00Z,1272,0,0,0,26,26
